0,0,0.1,0.1,0.1,1,1,1
1,1,0.1,0.1,0.1,1,1,1
2,2,0.1,0.1,0.1,1,1,1
3,3,0.1,0.1,0.1,1,1,1
4,4,0.1,0.1,0.1,1,1,1
5,5,0.1,0.1,0.1,1,1,1
6,5,0.1,0.1,0.1,1,1,1
7,7,0.1,0.1,0.1,1,1,1
8,8,0.1,0.1,0.1,1,1,1
9,9,0.1,0.1,0.1,1,1,1
10,10,0.1,0.1,0.1,1,1,1
11,10,0.1,0.1,0.1,1,1,1
12,12,0.1,0.1,0.1,1,1,1
13,13,0.1,0.1,0.1,1,1,1
14,14,0.1,0.1,0.1,1,1,1
15,15,0.1,0.1,0.1,1,1,1
16,16,0.1,0.1,0.1,1,1,1
17,17,0.1,0.1,0.1,1,1,1
18,18,0.1,0.1,0.1,1,1,1
19,19,0.1,0.1,0.1,1,1,1
20,20,0.1,0.1,0.1,1,1,1
21,20,0.1,0.1,0.1,1,1,1
22,22,0.1,0.1,0.1,1,1,1
23,22,0.1,0.1,0.1,1,1,1
24,24,0.1,0.1,0.1,1,1,1
25,25,0.1,0.1,0.1,1,1,1
26,26,0.1,0.1,0.1,1,1,1
27,27,0.1,0.1,0.1,1,1,1
28,27,0.1,0.1,0.1,1,1,1
29,29,0.1,0.1,0.1,1,1,1
30,30,0.1,0.1,0.1,1,1,1
31,31,0.1,0.1,0.1,1,1,1
32,32,0.1,0.1,0.1,1,1,1
33,32,0.1,0.1,0.1,1,1,1
34,34,0.1,0.1,0.1,1,1,1
35,34,0.1,0.1,0.1,1,1,1
36,35,0.1,0.1,0.1,1,1,1
37,37,0.1,0.1,0.1,1,1,1
38,38,0.1,0.1,0.1,1,1,1
39,38,0.1,0.1,0.1,1,1,1
40,40,0.1,0.1,0.1,1,1,1
41,41,0.1,0.1,0.1,1,1,1
42,42,0.1,0.1,0.1,1,1,1
43,43,0.1,0.1,0.1,1,1,1
44,43,0.1,0.1,0.1,1,1,1
45,45,0.1,0.1,0.1,1,1,1
46,44,0.1,0.1,0.1,1,1,1
47,46,0.1,0.1,0.1,1,1,1
48,44,0.1,0.1,0.1,1,1,1
49,47,0.1,0.1,0.1,1,1,1
50,45,0.1,0.1,0.1,1,1,1
51,43,0.1,0.1,0.1,1,1,1
52,51,0.1,0.1,0.1,1,1,1
53,45,0.1,0.1,0.1,1,1,1
54,45,0.1,0.1,0.1,1,1,1
55,47,0.1,0.1,0.1,1,1,1
56,48,0.1,0.1,0.1,1,1,1
57,49,0.1,0.1,0.1,1,1,1
58,47,0.1,0.1,0.1,1,1,1
59,48,0.1,0.1,0.1,1,1,1
60,49,0.1,0.1,0.1,1,1,1
61,42,0.1,0.1,0.1,1,1,1
62,42,0.1,0.1,0.1,1,1,1
63,44,0.1,0.1,0.1,1,1,1
64,41,0.1,0.1,0.1,1,1,1
65,44,0.1,0.1,0.1,1,1,1
66,49,0.1,0.1,0.1,1,1,1
67,53,0.1,0.1,0.1,1,1,1
68,48,0.1,0.1,0.1,1,1,1
69,44,0.1,0.1,0.1,1,1,1
70,48,0.1,0.1,0.1,1,1,1
71,47,0.1,0.1,0.1,1,1,1
72,46,0.1,0.1,0.1,1,1,1
73,48,0.1,0.1,0.1,1,1,1
74,47,0.1,0.1,0.1,1,1,1
75,41,0.1,0.1,0.1,1,1,1
76,42,0.1,0.1,0.1,1,1,1
77,44,0.1,0.1,0.1,1,1,1
78,46,0.1,0.1,0.1,1,1,1
79,45,0.1,0.1,0.1,1,1,1
80,48,0.1,0.1,0.1,1,1,1
81,51,0.1,0.1,0.1,1,1,1
82,46,0.1,0.1,0.1,1,1,1
83,47,0.1,0.1,0.1,1,1,1
84,47,0.1,0.1,0.1,1,1,1
85,48,0.1,0.1,0.1,1,1,1
86,43,0.1,0.1,0.1,1,1,1
87,44,0.1,0.1,0.1,1,1,1
88,44,0.1,0.1,0.1,1,1,1
89,45,0.1,0.1,0.1,1,1,1
90,46,0.1,0.1,0.1,1,1,1
91,47,0.1,0.1,0.1,1,1,1
92,44,0.1,0.1,0.1,1,1,1
93,48,0.1,0.1,0.1,1,1,1
94,47,0.1,0.1,0.1,1,1,1
95,42,0.1,0.1,0.1,1,1,1
96,46,0.1,0.1,0.1,1,1,1
97,43,0.1,0.1,0.1,1,1,1
98,43,0.1,0.1,0.1,1,1,1
99,49,0.1,0.1,0.1,1,1,1
100,45,0.1,0.1,0.1,1,1,1
101,48,0.1,0.1,0.1,1,1,1
102,52,0.1,0.1,0.1,1,1,1
103,44,0.1,0.1,0.1,1,1,1
104,48,0.1,0.1,0.1,1,1,1
105,46,0.1,0.1,0.1,1,1,1
106,43,0.1,0.1,0.1,1,1,1
107,49,0.1,0.1,0.1,1,1,1
108,49,0.1,0.1,0.1,1,1,1
109,46,0.1,0.1,0.1,1,1,1
110,45,0.1,0.1,0.1,1,1,1
111,44,0.1,0.1,0.1,1,1,1
112,47,0.1,0.1,0.1,1,1,1
113,45,0.1,0.1,0.1,1,1,1
114,48,0.1,0.1,0.1,1,1,1
115,46,0.1,0.1,0.1,1,1,1
116,50,0.1,0.1,0.1,1,1,1
117,51,0.1,0.1,0.1,1,1,1
118,47,0.1,0.1,0.1,1,1,1
119,46,0.1,0.1,0.1,1,1,1
120,42,0.1,0.1,0.1,1,1,1
121,49,0.1,0.1,0.1,1,1,1
122,44,0.1,0.1,0.1,1,1,1
123,50,0.1,0.1,0.1,1,1,1
124,44,0.1,0.1,0.1,1,1,1
125,46,0.1,0.1,0.1,1,1,1
126,48,0.1,0.1,0.1,1,1,1
127,44,0.1,0.1,0.1,1,1,1
128,52,0.1,0.1,0.1,1,1,1
129,46,0.1,0.1,0.1,1,1,1
130,42,0.1,0.1,0.1,1,1,1
131,44,0.1,0.1,0.1,1,1,1
132,48,0.1,0.1,0.1,1,1,1
133,46,0.1,0.1,0.1,1,1,1
134,45,0.1,0.1,0.1,1,1,1
135,46,0.1,0.1,0.1,1,1,1
136,49,0.1,0.1,0.1,1,1,1
137,48,0.1,0.1,0.1,1,1,1
138,51,0.1,0.1,0.1,1,1,1
139,50,0.1,0.1,0.1,1,1,1
140,44,0.1,0.1,0.1,1,1,1
141,42,0.1,0.1,0.1,1,1,1
142,45,0.1,0.1,0.1,1,1,1
143,46,0.1,0.1,0.1,1,1,1
144,44,0.1,0.1,0.1,1,1,1
145,47,0.1,0.1,0.1,1,1,1
146,44,0.1,0.1,0.1,1,1,1
147,47,0.1,0.1,0.1,1,1,1
148,45,0.1,0.1,0.1,1,1,1
149,47,0.1,0.1,0.1,1,1,1
150,45,0.1,0.1,0.1,1,1,1
151,47,0.1,0.1,0.1,1,1,1
152,41,0.1,0.1,0.1,1,1,1
153,49,0.1,0.1,0.1,1,1,1
154,43,0.1,0.1,0.1,1,1,1
155,49,0.1,0.1,0.1,1,1,1
156,39,0.1,0.1,0.1,1,1,1
157,42,0.1,0.1,0.1,1,1,1
158,40,0.1,0.1,0.1,1,1,1
159,40,0.1,0.1,0.1,1,1,1
160,40,0.1,0.1,0.1,1,1,1
161,41,0.1,0.1,0.1,1,1,1
162,45,0.1,0.1,0.1,1,1,1
163,43,0.1,0.1,0.1,1,1,1
164,44,0.1,0.1,0.1,1,1,1
165,45,0.1,0.1,0.1,1,1,1
166,50,0.1,0.1,0.1,1,1,1
167,47,0.1,0.1,0.1,1,1,1
168,49,0.1,0.1,0.1,1,1,1
169,50,0.1,0.1,0.1,1,1,1
170,50,0.1,0.1,0.1,1,1,1
171,51,0.1,0.1,0.1,1,1,1
172,52,0.1,0.1,0.1,1,1,1
173,53,0.1,0.1,0.1,1,1,1
174,54,0.1,0.1,0.1,1,1,1
175,55,0.1,0.1,0.1,1,1,1
176,56,0.1,0.1,0.1,1,1,1
177,57,0.1,0.1,0.1,1,1,1
178,58,0.1,0.1,0.1,1,1,1
179,59,0.1,0.1,0.1,1,1,1
180,60,0.1,0.1,0.1,1,1,1
181,61,0.1,0.1,0.1,1,1,1
182,62,0.1,0.1,0.1,1,1,1
183,63,0.1,0.1,0.1,1,1,1
184,64,0.1,0.1,0.1,1,1,1
185,65,0.1,0.1,0.1,1,1,1
186,66,0.1,0.1,0.1,1,1,1
187,67,0.1,0.1,0.1,1,1,1
188,68,0.1,0.1,0.1,1,1,1
189,69,0.1,0.1,0.1,1,1,1
190,70,0.1,0.1,0.1,1,1,1
191,71,0.1,0.1,0.1,1,1,1
192,72,0.1,0.1,0.1,1,1,1
193,73,0.1,0.1,0.1,1,1,1
194,74,0.1,0.1,0.1,1,1,1
195,77,0.1,0.1,0.1,1,1,1
196,76,0.1,0.1,0.1,1,1,1
197,77,0.1,0.1,0.1,1,1,1
198,78,0.1,0.1,0.1,1,1,1
199,79,0.1,0.1,0.1,1,1,1
200,80,0.1,0.1,0.1,1,1,1
0,0,0.5,0.1,0.1,1,1,2
1,1,0.5,0.1,0.1,1,1,2
2,2,0.5,0.1,0.1,1,1,2
3,3,0.5,0.1,0.1,1,1,2
4,4,0.5,0.1,0.1,1,1,2
5,5,0.5,0.1,0.1,1,1,2
6,6,0.5,0.1,0.1,1,1,2
7,7,0.5,0.1,0.1,1,1,2
8,8,0.5,0.1,0.1,1,1,2
9,9,0.5,0.1,0.1,1,1,2
